id,name,screen_name,location,protected,description,followers_count,friends_count,listed_count,created_time,favorites_count,timezone,verification,statuses_count,language,topic,text,stance,count,Unnamed: 0,tweet_id,user_id,time,word_count,char_count,avg_word,hastags,mentions,number_digit,uppercase,lowercase,publishing_time,publishing_days,membership_age,membership_years,cnn,colton,pubd_5,pubd_6,pubd_7,pubd_38,pubd_39,memb_1,memb_2,scaled_followers,scaled_friends,influence,weighted_influence,cluster,clustering_coeff,degree_centrality,closeness_centrality,cycle,triangles,avg_neighbor,majority_neighbor,repliers_cluster_coeff,repliers_closeness,repliers_clique_num,repliers_pagerank,repliers_degree_centrality,connected_to_Trump,connected_to_TheDailyShow,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
8.13793e+17,cajungirl4ever 🌻❤🇺🇸,cajungirl4good,God's County  Prolife 🙇🌻💅,False,Tattooed Mom and MeMe of 5🙇#LoveJesus 💖#Military #BacktheBlue 🚔#Conservative Trump is #Maga 🇺🇸 Stand for Our Flag 🇺🇸🌻 Knee to 🙇,11102,10796,3,2016-12-27 00:17:05,14237,,False,18143,en,backer,Always knew these kids had ties to #Soros . The parents need to have a Mental background check.,Strong Agreement,3,0,9.68849e+17,8.13793e+17,2018-02-28 00:14:04,18,95,4.333333333333333,1,0,0,0,13,13 days 09:44:04.000000000,13,775 days 09:18:49.440639000,2,0,0,0,0,0,0,0,0,1,0.034208770922854966,0.13366108081803774,1.0293129200896192,0.03521152989128072,4.0,0.002476530250609549,0.010879705692949158,0.3532334302021145,1.0,188848.0,0.8507462686567164,2.0,0.22885572139303484,0.26847735722454563,10.0,0.0043076775881241616,0.07436182019977802,1.0,0.0,1,92.84,50.0,1.0,25.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4885703096.0,🇺🇸MAGA🇺🇸,izzieadams1,"Pensacola, FL",False,Retired Hoosier now FLORIDIAN/ LOVE GOD/HUBBY/FAMILY/BOATING/ RETIRED USAF BOOM OP/ I WORKED IND. ATTY GEN / FB @GenFlynn No Lists/I will Block,16018,9948,42,2016-02-10 00:01:46,154509,,False,189181,en,backer,"Parents, if ur children are involved with George SOROS, pls pls tell them how dangerous that is for them. He is a Nazi & is trying to ruin America, using ANTIFA for instance. Why do u think weâre fighting so hard. FOR AMERICA",Strong Agreement,4,2,9.69033e+17,4885703096.0,2018-03-01 00:02:12,43,227,4.3023255813953485,0,0,0,4,32,14 days 09:32:12.000000000,14,1096 days 09:34:08.440639000,3,0,0,0,0,0,0,0,0,0,0.04968431503343003,0.12419050946433252,1.6089621219732744,0.07994018094497624,4.0,0.0012346069223100804,0.018064716189442543,0.4046541312823934,1.0,259561.0,0.9222222222222224,2.0,0.2184769038701623,0.2910533592335346,11.0,0.006196101964309982,0.09988901220865704,1.0,0.0,17,97.02,88.03,1.0,25.77,8.5,11.76,76.47,41.18,5.88,0.0,0.0,0.0,0.0,0.0,5.88,11.76,11.76,11.76,0.0,0.0,0.0,23.53,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,17.65,5.88,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,11.76,11.76,0.0,5.88,0.0,0.0,5.88,0.0,0.0,17.65,11.76,0.0,0.0,0.0,0.0,5.88
3146532809.0,Wesmoms,Wesmoms,Texas,False,"I was mom to Wesley, cutest Pomeranian ever. Conservative. Christian. Supports soldiers and veterans. #NoDACA #NoAmnesty",1957,2118,1,2015-04-08 00:04:45,15054,,False,19454,en,backer,"Why the hell is planned parenthood sponsoring these ""kids""? Planned parenthood KILLS children in the womb, yet they're sponsoring these ""kids"" in their march for life? #hypocrites #Hypocrisy #PlannedParenthoodMurdersChildren",Neutral,3,3,9.68834e+17,3146532809.0,2018-02-28 00:13:01,29,224,6.758620689655173,3,0,0,1,24,13 days 09:43:01.000000000,13,1404 days 09:31:09.440639000,3,0,0,0,0,0,0,0,0,0,0.006071700044987046,0.02642776037832375,0.9239848914069876,0.005610159106723158,1.0,0.004361422927526336,0.0024463921222121305,0.3756768809731752,1.0,16811.0,0.8695652173913043,2.0,0.2766798418972332,0.2620992759838734,6.0,0.0017342690372067753,0.025527192008879027,0.0,0.0,43,35.82,99.0,1.0,1.0,10.75,18.6,81.4,48.84,13.95,11.63,0.0,4.65,2.33,4.65,2.33,2.33,11.63,11.63,6.98,6.98,0.0,20.93,4.65,0.0,4.65,0.0,0.0,6.98,0.0,6.98,2.33,20.93,2.33,13.95,2.33,6.98,2.33,4.65,0.0,2.33,2.33,0.0,0.0,9.3,2.33,2.33,2.33,0.0,0.0,16.28,0.0,2.33,0.0,0.0,2.33,0.0,9.3,16.28,6.98,6.98,0.0,0.0,0.0,2.33
158429392.0,David T,DTNCA,"Santa Cruz, CA",False,Blind guy who sees more than most Attitude is everything or 95% of it ❤️🇺🇸🚂 Loves The Howard Stern Show DJT Avril Lavigne RUSH 49ers Sharks Team USA & Cabo,792,1063,41,2010-06-22 00:17:31,11672,,False,52191,en,backer,It all came together just a little too quickly and the presence of professional organizing is obvious hardly spontaneous grassroots movement,Strong Agreement,5,4,9.69031e+17,158429392.0,2018-03-01 00:02:07,21,140,5.714285714285714,0,0,0,0,20,14 days 09:32:07.000000000,14,3155 days 09:18:23.440639000,8,0,0,0,0,0,0,0,0,0,0.002457223523571661,0.013238835581398252,0.7464655984919887,0.001834232828151513,1.0,0.0016657753076177895,0.001534611118794934,0.3753316609687096,1.0,2526.0,0.5,2.0,0.5333333333333333,0.2552767351773517,4.0,0.0006521089758455222,0.006659267480577137,1.0,0.0,29,83.44,98.06,11.5,1.0,9.67,34.48,82.76,41.38,10.34,3.45,0.0,0.0,0.0,3.45,6.9,6.9,10.34,6.9,6.9,0.0,0.0,6.9,0.0,0.0,3.45,0.0,0.0,6.9,0.0,6.9,6.9,24.14,0.0,3.45,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,6.9,17.24,6.9,6.9,3.45,0.0,0.0,6.9,0.0,13.79,0.0,6.9,3.45,0.0,3.45,37.93,0.0,3.45,6.9,0.0,3.45,10.34
19190837.0,Jen,nerbonnej,Southern RI,False,"Mom of 3, #ProConstitution, #MAGA, Dog Lover 🐶 #ProLife, #TrumpPence, #SethRich, #NRA, #TrumpTrain 🚂, #Vets, #StoptheLiberalMadness, #KatesWall, #BackTheBlue",5440,5073,3,2009-01-19 00:17:00,7350,,False,4807,en,backer,I bet if you do a little bit of research you would find some of these families have million dollar homes.  This is a plan rolled out by the left and btw shouldnât DWS be in jail????,Weak Disagreement,3,5,9.68874e+17,19190837.0,2018-02-28 00:15:41,38,183,3.945945945945946,0,0,0,2,34,13 days 09:45:41.000000000,13,3674 days 09:18:54.440639000,10,0,0,0,0,0,0,0,0,0,0.01687789894978515,0.06329935240757148,1.0723437808003151,0.018098909971778283,4.0,0.0028601835578070073,0.006293491293152129,0.3538549454821264,1.0,72977.0,0.8620689655172413,2.0,0.4236453201970443,0.25997623324762703,11.0,0.0019419638428761453,0.032186459489456164,1.0,0.0,21,67.14,68.29,68.01,25.77,21.0,42.86,85.71,42.86,4.76,0.0,0.0,0.0,0.0,0.0,4.76,9.52,4.76,4.76,14.29,4.76,0.0,14.29,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,4.76,0.0,14.29,0.0,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,4.76,4.76,0.0,0.0,0.0,4.76,4.76,0.0,23.81,14.29,9.52,4.76,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897797426.0,JJ,jjd_53,,False,,188,40,2,2012-10-22 00:15:16,28744,,False,11073,en,backer,Planned Parenthood is helping those kids! LMAO! If PP had its way those kids would have never been born and PP wud have benefited from selling their little visit parts!,Weak Agreement,4,7,9.68865e+17,897797426.0,2018-02-28 00:15:05,30,168,4.633333333333334,0,0,0,3,24,13 days 09:45:05.000000000,13,2302 days 09:20:38.440639000,6,0,0,0,0,0,0,0,0,0,0.0005832803313528691,0.0004991078447275496,4.7,0.0027414175573584852,3.0,0.0,0.00026868908796352174,0.321306901094644,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,38,76.19,78.51,9.58,25.77,19.0,10.53,86.84,52.63,13.16,7.89,2.63,5.26,0.0,0.0,5.26,7.89,13.16,13.16,0.0,5.26,0.0,18.42,0.0,0.0,0.0,2.63,5.26,0.0,0.0,0.0,0.0,7.89,0.0,13.16,2.63,0.0,5.26,7.89,0.0,2.63,0.0,0.0,0.0,7.89,2.63,2.63,0.0,2.63,2.63,13.16,2.63,10.53,0.0,10.53,0.0,2.63,2.63,13.16,2.63,0.0,10.53,0.0,0.0,0.0
9.34167e+17,Joyjoy,freedom_girlbot,,False,True patriot🇺🇸🇺🇸 fighting 💪the gangster government mafia gang.🇺🇸🇺🇸 We can do this together. 💃🕺 God bless America and god bless us .😇🗽🚂🚂,8587,5489,7,2017-11-24 00:21:09,15526,,False,6992,en,backer,"Poor kids  , they should have parents that watch over them better",Neutral,3,9,9.68926e+17,9.34167e+17,2018-02-28 00:19:08,13,65,4.416666666666667,0,0,0,0,10,13 days 09:49:08.000000000,13,443 days 09:14:45.440639000,1,0,0,0,0,0,0,0,1,0,0.02664163939003769,0.06849007399273799,1.564401530333394,0.0416782214323654,4.0,0.0025226179669876627,0.008969810798834679,0.3936589051127143,1.0,130751.0,0.6808510638297872,2.0,0.3311748381128585,0.2942064372918979,10.0,0.0033511115292030485,0.05216426193118757,1.0,0.0,30,5.16,84.14,10.08,99.0,10.0,16.67,83.33,46.67,13.33,3.33,0.0,0.0,0.0,3.33,10.0,0.0,3.33,20.0,3.33,6.67,3.33,30.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,20.0,0.0,10.0,0.0,0.0,6.67,3.33,3.33,3.33,0.0,0.0,0.0,6.67,3.33,3.33,0.0,0.0,10.0,10.0,0.0,16.67,3.33,6.67,6.67,0.0,3.33,10.0,0.0,0.0,0.0,10.0,0.0,0.0
18255010.0,spectre2012,spectre2012,,False,I follow everything and anything that can effect world markets throughout the day. Mostly macro view in regards to trading.,168,74,6,2008-12-19 00:22:56,620,,False,3618,en,backer,Where is the minority representation more black teenagers die from gun violence than anyone? #AllLivesMatter,Neutral,5,11,9.68844e+17,18255010.0,2018-02-28 00:13:44,15,108,6.266666666666667,1,0,0,0,13,13 days 09:43:44.000000000,13,3705 days 09:12:58.440639000,10,0,0,0,0,0,0,0,0,0,0.0005212292322727766,0.0009233495127459666,2.27027027027027,0.0011833312300246822,3.0,0.0,0.00021671316602959456,0.319933582201643,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,11,12.85,99.0,1.0,25.77,11.0,9.09,100.0,54.55,27.27,18.18,0.0,0.0,0.0,18.18,9.09,0.0,9.09,18.18,0.0,0.0,0.0,18.18,18.18,9.09,0.0,0.0,0.0,18.18,9.09,9.09,0.0,36.36,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,9.09,9.09,0.0,36.36,9.09,9.09,18.18,9.09,0.0,18.18,0.0,9.09,0.0,9.09,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0
7.31257e+17,DorotheaV🇺🇸🌻🌵🤠,DoreeeV,"Arizona, USA",False,"Best day Arizona Trump Rally sat in bleachers..arm behind left side of President Trump's head Proudly Holding my Women For Trump Sign! Bots, Trolls, Lists 🚫",2180,1026,44,2016-05-13 00:22:57,177742,,False,188259,en,backer,Florida is his home base! He found more Useful Idiots!,Weak Agreement,3,12,9.68839e+17,7.31257e+17,2018-02-28 00:13:21,10,54,4.5,0,0,0,0,6,13 days 09:43:21.000000000,13,1003 days 09:12:57.440639000,2,0,0,0,0,0,0,0,0,1,0.00669841614569598,0.01275220543278889,2.1125244618395302,0.014150567963363619,1.0,0.0014543053632257651,0.0028234377931904498,0.3800260414647518,1.0,7467.0,0.8571428571428571,2.0,0.6190476190476191,0.2590225420031383,5.0,0.0006872177630878245,0.00776914539400666,1.0,0.0,15,92.84,74.76,10.08,1.0,7.5,33.33,73.33,40.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,6.67,13.33,6.67,6.67,0.0,0.0,13.33,13.33,13.33,6.67,0.0,6.67,6.67,0.0,6.67,0.0,13.33,0.0,13.33,0.0,0.0,0.0,6.67,0.0,6.67,6.67,6.67,0.0,6.67,0.0,0.0,6.67,0.0,0.0,13.33,0.0,6.67,0.0,6.67,0.0,0.0,0.0,13.33,0.0,0.0,6.67,0.0,0.0,6.67
341022215.0,Janet Sullivan,JanCatt35,"Bon Air, VA",False,,29,109,1,2011-07-23 00:17:36,9962,,False,671,en,backer,They all look SO saddened by the loss of their classmates....don't they???!!!,Neutral,3,13,9.68864e+17,341022215.0,2018-02-28 00:15:00,12,77,5.5,0,0,0,1,10,13 days 09:45:00.000000000,13,2759 days 09:18:18.440639000,7,0,0,0,0,0,0,0,0,0,8.997409366613406e-05,0.0013600688768825725,0.26605504587155965,2.39380616175953e-05,2.0,0.0,0.0001259755396025692,0.3156428367034732,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,10,24.86,84.14,1.0,25.77,5.0,10.0,80.0,30.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,10.0,20.0,10.0,10.0,10.0,20.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0
