id,name,screen_name,location,protected,description,followers_count,friends_count,listed_count,created_time,favorites_count,timezone,verification,statuses_count,language,topic
7.4032E+17,Alex Schmider,anderfinn,"Los Angeles, CA",FALSE,"Forbes #30Under30 | Now: Influencer Relations @grindr & @into | Alum: Senior Strategist, Transgender Media @glaad | 📩 alex@intomore.com",737,817,10,6/7/2016 23:11,8766,,FALSE,3835,en,march
8.96521E+17,👍,Alchemy363,,FALSE,,768,3099,0,8/12/2017 23:56,26940,,FALSE,31810,en,march
583526180,Kim Bryant Roulias,goodthoughts65,"Forney, TX",FALSE,"Broker-Owner of independent Kim Roulias Realty. 7th-gen Texan, Davy Crockett descendant. SMU grad.Player of string instruments.Aunt,sister, @MyDogChocklit’s Mom",518,232,11,5/18/2012 6:26,5256,,FALSE,3244,en,march
2183268581,ID-Ten-T alert,ID10Talert,Gotham City,FALSE,"2018, the year it all goes to hell",52,204,9,11/16/2013 14:18,1282,,FALSE,3813,en,march
23706604,Kat Dub,TheKatWill,"Cleveland, OH",FALSE,,479,225,42,3/11/2009 2:23,39194,,FALSE,54618,en,march
3419534985,Neilson Family,Meow4Panthers,"FIU Student/ Florida, USA",FALSE,#NeverAgain #BlessChristinaGrimmie #ShesWithUs #BLM #NoDAPL #TheResistance #EndHumanTrafficking #SaveDolphins #ProtectWildlife #SayNo2Fur #ItsOnUs LuvKittys,2337,4999,34,8/13/2015 6:23,93118,,FALSE,14488,en,march
46300326,KatieJ,clvergrl74,somewhere over the rainbow,FALSE,"No more Fucks to give,  I don't say anything on Twitter that I wouldn't say to someone's face, animal lover, proud Army vet, and overall pain in the ass. #Deal",499,1650,9,6/11/2009 3:10,6669,,FALSE,14349,en,march
8.64869E+17,I'm a Stable Genius 2!🌊🌊🌊,Amusedandhappy,,FALSE,#ImpeachTrump #resist #ABetterDeal #LosetheLostCause #FamiliesBelongTogether #ChangeThePolicy #juneteeth #NeverAgainIsNow #1MillionVeteransMarch,2774,3773,3,5/17/2017 15:41,33049,,FALSE,26684,en,march
537697152,Allen Dailey,allen_dailey,"Pawleys Island, SC",FALSE,,28,178,0,3/26/2012 22:22,121,,FALSE,162,en,march
216457818,Jay Murdoch,EffFirst,,FALSE,"Love Solar, Wind, Storage - but #EnergyEfficiency comes 1st & is the foundation for sound policy. Views R my own. RTs aren't endorsements. INTJ",641,1956,64,11/16/2010 19:50,684,,FALSE,3275,en,march
532749122,Sean Eichenberger,sean61987,,FALSE,,0,9,0,3/22/2012 2:15,97,,FALSE,168,en,march
9.5923E+17,Kelly Rowan  🇱🇷  #MAGAMARINE,KellyRowan12,,FALSE,I am a terrible speller  once a Marine always a Jarhead   semper fi #MAGAVETERAN  god bless America. I am a proud POS,5655,6051,8,2/2/2018 0:59,7238,,FALSE,15369,en,march
8.54763E+17,John Anderson,BloodSpear528,"Florida, USA",FALSE,Ravens/Orioles/Terrapins fan. Plays video games.,3,14,0,4/19/2017 18:25,8,,FALSE,91,en,march
818434316,Hunter,hnterziggy,"Washington, DC",FALSE,Washington DC —— New York 📍,2232,807,47,9/11/2012 23:45,60645,,FALSE,68738,en,march
750587130,Rosa Aida Grunbaum B,rositagb1958,,FALSE,"Administrative Nutritionist;
Foodservice Design Consultant;
Translator-Interpreter English and Spanish",46,238,0,8/11/2012 3:49,916,,FALSE,1982,es,march
8.3915E+17,pinkbanana,pinkban76914449,,FALSE,speaking out,284,201,2,3/7/2017 16:23,31779,,FALSE,36586,en,march
480684437,Triple F,TrFargo,"Dallas, TX",FALSE,"Longtime pro wrestling follower! Favorite active promotions: PWG, ROH, SHINE.  All-time favorite: WCCW! Doing my best to keep Mulkeymania alive!",96,56,1,2/1/2012 19:39,178,,FALSE,3923,en,march
1558436612,💕✿ᎳhᎥᏒᏞᎽ ᎶᎥᏒᏞ✿💕,TrumpsWirl,Retired US Army aviation pilot,FALSE,"Retired Vet 24 years. Love God and Country.  Support our wounded vets. Never forget Gen. Flynn! 🇺🇸🇮🇱 

🚫No porn

#MAGA 
#VETS
#NRA
#CodeOfVets 
#TRUMPVILLE",8320,8061,23,6/30/2013 16:37,25204,,FALSE,27691,en,march
2430963199,Boondock Saint,The13th_Ghost,A nobody in the Twitterverse..,FALSE,"Former USMC 5811(I used to teach this MOUT/cqb stuff)/5816 (SRT)/8531(pew pew)⚓ Metal, Punk and Tattoos ⚓

ن

♠Si Vis Pacem, Para Bellum♠",4777,4807,95,4/6/2014 20:16,30353,,FALSE,60404,en,march
2798597559,Sandy,sandee51960,"deerfield beach, florida",FALSE,"mom fighting against bloody NRA, GOP & #NOTMYPRESIDENT! #NOMORESCHOOLSHOOTINGS, battling cancer, #bluewave NAMASTE",938,1697,63,10/1/2014 18:42,20930,,FALSE,26720,en,march
9.66114E+17,NRA Boycott,NRABoycott,,FALSE,Corporate partnerships help the NRA attract and make money. Let’s tell companies to sever their ties with the NRA. #neveragain #NRAboycott #boycottNRA,1617,30,12,2/21/2018 0:55,5383,,FALSE,5893,en,march
22547450,Prezedu,prezedu,"Washington, DC. #USA",FALSE,"Global Educationalist; Presidential Scholar/Ranker; Pioneering: ""The World Institute of Presidency""; -- If U don't get it!!!; Get #Educated. #StudentsPower.",1422,2735,47,3/2/2009 22:45,4202,,FALSE,21908,en,march
26023931,Wriggles,ej4,,FALSE,,49,238,0,3/23/2009 15:40,110,,FALSE,30,en,march
2470661234,sallins station coffee,kavanaghwillia1,"Kildare, Ireland",FALSE,,31,154,0,4/30/2014 10:30,483,,FALSE,313,en,march
259103435,Brian Repa,bRedRep,,FALSE,,19,86,4,3/1/2011 4:10,421,,FALSE,2337,en,march
9.73233E+17,John Meyer,JohnMey86222636,,FALSE,,0,0,0,3/12/2018 16:24,58,,FALSE,174,en,march
65064381,Pamela Simmons,pamelas469,Michigan,FALSE,Bartender in west Michigan,1,10,0,8/12/2009 15:29,25,,FALSE,13,en,march
21765409,shereelee21,LennardSbkohut,,FALSE,"-A Disrupter- Partner: Smartgear-US. Bluetooth Accessories & Bus Dev/Marketing Consultant; Ventura LLC /Sweepspros, Promotion Mktg Co.",721,3214,59,2/24/2009 15:57,13933,,FALSE,9681,en,march
95721394,AEMohr,AEMohr,"Land, Sea, Air: mostly PAR-NYC",FALSE,"A successful entrepreneur, thoughtful raconteur and relentlessly curious mind who's been around the world more than 60 times. Let's all get it together.",178,500,48,12/9/2009 20:08,1679,,FALSE,3041,en,march
24197657,Tracy Welsh Ryan,rycart98,,FALSE,,9,39,0,3/13/2009 16:17,488,,FALSE,17,en,march
8.4354E+17,Roberto Tafolla,DrQuesol,USA ,FALSE,1/2 Hispanic 1/2 Czech  #MAGA,2667,1413,13,3/19/2017 19:10,25205,,FALSE,30424,en,march
906770989,CecilT,CTrot35,,FALSE,,19,128,0,10/26/2012 20:53,664,,FALSE,1018,en,march
7.05343E+17,Catie Matthews🇺🇸💗🌿,CateM5550,Here,FALSE,Native American professional artist & massage therapist #MenComeyUmChey🥑 #StrongerTogether #resist🌊 BLOCKtrumpSupporters #IBlockAndReport Bots #GoPackGo🇺🇸💗,3966,4039,22,3/3/2016 10:43,48202,,FALSE,49614,en,march
8.9393E+17,Rae Blair,Generation_Xtra,,FALSE,,5,27,0,8/5/2017 20:23,310,,FALSE,344,en,march
9.77627E+17,Francisco,Francis25929967,,FALSE,,1,16,0,3/24/2018 19:22,146,,FALSE,74,en,march
7.36744E+17,Scott Davidson,ScottDavidson54,,FALSE,,196,98,5,5/29/2016 2:22,1804,,FALSE,28746,en,march
201206928,Deblovscats1,Deblovscats,"Longview, TX",FALSE,We finally have a President that will put #AmericaFirst 💕#MAGA #TrumpPence2020 #VeteransFirst #BlueLivesMatter #VeteransBeforeIllegals #AbortionIsGenocide,757,1163,18,10/11/2010 10:12,15166,,FALSE,4666,en,march
24359941,Lori,illetanod,CA,FALSE,,38,146,0,3/14/2009 12:06,150,,FALSE,337,en,march
15501416,JHALL,ghog62,"Notre Dame, In.",FALSE,"AKA Jim Hall, Polio Survivor, Lover of Horses & Ponys",7,51,0,7/20/2008 13:32,41,,FALSE,114,en,march
352811455,Joseph Skiles,JosephSkiles,"Seymour, TN",FALSE,"I've built a wall, not to block anyone out, but to see if you love me enough to climb over it.",47,297,0,8/11/2011 3:24,611,,FALSE,958,en,march
1941244088,William Moser,docwill121,,FALSE,,44,214,6,10/6/2013 15:11,493,,FALSE,2816,en,march
154136730,WrathofJan,JDignum,Calgary,FALSE,On the side of Nortel LTD (disabled) & former employees; CCSVI treatment; No GMO; health; democracy & truth.   ✊️ #resist,1519,4995,100,6/10/2010 13:24,75831,,FALSE,126689,en,march
1237518858,(((Andrea Neuman))),dee4077,,FALSE,,141,215,5,3/3/2013 3:13,29247,,FALSE,6248,en,march
7.97876E+17,Magali from Philly,TheRealMagali,,FALSE,,12,77,0,11/13/2016 18:59,810,,FALSE,361,en,march
263616936,kevin armstrong,armkevgto,,FALSE,,9,114,0,3/10/2011 11:47,8,,FALSE,346,en,march
1149351440,*Ms.JaimeLee*,1JaimeLee,#Hartford #Connecticut ,FALSE,WARNING-HASHTAGGER Aspiring #Artist 🎨 #Painter #Poet #ART my way #MischievousRebelAtHeart #Introvert sometimes↪ #Ambivert My Opinions are definitely my Own!😊,744,460,193,2/4/2013 23:29,48159,,FALSE,64638,en,march
400360169,Nickarama,Nickarama1,,FALSE,"Editor, reporter.
Righting wrongs and fighting the good fight for truth, justice and the American way.",2232,706,108,10/28/2011 22:26,164,,FALSE,98891,en,march
29799485,Anam 🐉,anamiii,"Washington, DC",FALSE,REPRESENTATION MATTERS. Bylines: @TVOvermind @HuffingtonPost @roundtablewrite @bustle @telltaletv #Resist #Binders,1210,532,48,4/8/2009 19:39,500,,FALSE,117262,en,march
295945443,CuttleBoogie,CuttleBoogie,"Falls Church, VA",FALSE,"Proud composter, cuttlefish lover, amateur photographer, fitness guru, finance nub and I like to google everything. 🇺🇸🇮🇪🇬🇧🇮🇩🇨🇳",68,85,0,5/9/2011 22:55,3846,,FALSE,3728,en,march
7.86559E+17,Bjorn Igar,bjorn_igar,Higher Ground,FALSE,"Restore Sanity, Integrity & Responsibility to the people’s Congress  #BlueWave2018 #UnseatGOP2018 #TrumpRussia #TheResistance #RebelScum",1748,1378,24,10/13/2016 13:27,24441,,FALSE,45272,en,march
92575333,Sharon Guldner,sharon2go,"Long Island, NY",FALSE,"Politically motivated Twitter user. If you have dirt on Trump, I love it...especially in the summer.  Oh, and #LGM",112,312,1,11/25/2009 17:57,6586,,FALSE,1320,en,march
885950761,Freedom NOT Leftism,DeplorableBUM,,FALSE,"CONSERVATIVE, unhyphenated AMERICAN; Statements in response to Leftwing blather. Army Vietnam Veteran. Support the founding concept of America. NO to Globalism.",510,455,4,10/17/2012 3:17,9693,,FALSE,18893,en,march
119177113,ravinder darshi,rdarshi,,FALSE,,22,33,0,3/2/2010 22:15,348,,FALSE,146,en,march
8.44936E+17,JaynieD,JaynieD2,,FALSE,,18,184,0,3/23/2017 15:35,3172,,FALSE,458,en,march
7.96921E+17,🌊 Very Stable Geezer 🌊,Geezer_Woman,"Washington, USA",FALSE,"Left Coast Insomniac . . . . . . . . . . zzzzzzzzz   


  ""I can definitively say the president is not a liar."" --Sarah Huckabee Sanders    🤣🤣",104,134,0,11/11/2016 3:43,7801,,FALSE,2581,en,march
222423725,🇳🇱 fd0 ©️®️™️ 🇳🇱,fd0_nl,,FALSE,"My tweets are mine!
FreeBSD / ZFS / HD fan / urbex, sports photography fan / ex. field hockey umpire / (computer) security / privacy / nerd / Sr. Insultant",100,362,6,12/3/2010 11:24,842,,FALSE,2439,en,march
9.68698E+17,Maria Strippoli,maria_strippoli,"Dania Beach, FL",FALSE,change the world get out and vote!,20,24,0,2/28/2018 4:03,843,,FALSE,117,en,march
526656050,Rebecca,rburrows87,,FALSE,,234,389,10,3/16/2012 18:15,1792,,FALSE,1648,en,march
107161788,I walked away 🇱🇷 #walkaway,Deplorable_JJ,,FALSE,Mom of Iraqi vet daughter who protects the rights of snowflakes to hide in safe places #MAGA🇺🇸 #walkaway #Trump2020🇺🇸 #NRA 🇺🇸 #ProLife🇺🇸,3311,3686,0,1/21/2010 18:35,78577,,FALSE,77037,en,march
2737361135,JoeO,allrightjoeO,"North Carolina, USA",FALSE,"Married for 38 years, Navy Vets, 3 kids,our boy served in Afghanistan, 4 grand kids, 2 dogs and a cat. Born Bayonne, live in NC. Trump supporter.I block clowns",1477,1981,9,8/8/2014 16:36,4554,,FALSE,8618,en,march
1869483864,brian green,briangreen710,"cullman,al",FALSE,Navy Vet. Twenty pilots(Heathens),691,1661,15,9/15/2013 23:13,11840,,FALSE,15792,en,march
8.47146E+17,carol,rox525252,"Connecticut, USA",FALSE,🐯,0,15,0,3/29/2017 17:58,17,,FALSE,76,en,march
8.08221E+17,Me,MyOzFeed,"Melbourne, Australia",FALSE,overrated wife & mother. underrated architect & humanitarian. self confessed smart ass & cynical optimist. yankee livin downunder wishing✌🏼for 🌎,187,454,3,12/12/2016 8:04,10636,,FALSE,5769,en,march
907089073,Eric Lindsey,infantry04,,FALSE,"Traveler, sailor of the seven seas, visitor of foreign bars, women loved, wars fought, 100% on the side of humanity with all it's flaws, beauty and blessings.",37,224,3,10/27/2012 0:50,197,,FALSE,2485,en,march
59612214,Ⓙⓞⓔ,Joersweeney,"Orlando, FL",FALSE,Army Veteran. Dad. Angel Dad. Husband. #2A,4497,4515,0,7/23/2009 22:39,6468,,FALSE,3601,en,march
9.68695E+17,Stuart,StuartEdgar1978,"Mount Juliet, TN",FALSE,"inventor, boater, dog lover, always helpful, always honest, i can build anything and break anything. lol. just get to know me. you'll either love me or hate me.",55,192,0,2/28/2018 3:51,2253,,FALSE,2990,en,march
417516965,Young Ideas,DickYoungsGhost,My America,FALSE,"The modern voice of one of the greatest sportswriters, ever. ""Dick Young was exactly what a tabloid sportswriter was supposed to be like"" - Frank Deford.",2385,2258,150,11/21/2011 1:41,13172,,FALSE,239067,en,march
4064172885,lindylew,lindylew13,Florida,FALSE,Proud Nana enjoying the Florida life 😎🌴🍹but still a Bills fan🏈,17,95,0,10/29/2015 0:30,5226,,FALSE,679,en,march
952602410,Erin Peterson,EEKKPPeterson,"Orange County, CA",FALSE,#thezeroclub,26,103,0,11/16/2012 23:41,1783,,FALSE,592,en,march
9.00421E+17,Sadie,Patrici43377656,"Florida, USA",FALSE,,61,234,0,8/23/2017 18:16,1170,,FALSE,1255,en,march
2153381886,Lawrence Katz,katz_lawrence,"Great Neck Plaza, NY",FALSE,,32,217,0,10/24/2013 17:42,396,,FALSE,41,en,march
9.35353E+17,Dean Goldman,realdeangoldman,"Georgia, USA",FALSE,"If you can't tolerate the truth, you'd best not follow this account.",15,27,0,11/28/2017 3:40,309,,FALSE,178,en,march
