tweet_id,user_id,screen_name,text,time,Fake News
9.66E+17,1332568579,JamesRitch1,So Hogg is the son of an #FBI agent.  PERFECT #FBICorruption,2/20/2018 0:18,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
9.66E+17,8.26E+17,EdJorgenson1,That boy better study his script a little better.,2/19/2018 23:05,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
9.66E+17,457289069,sammyintheair,The FBI needs to be gutted,2/20/2018 10:04,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
9.66E+17,7.85E+17,MarshaPeters919,"@Acosta is a rude baby

Give him hell @PressSec",2/20/2018 20:52,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
9.66E+17,423168084,cmg1266,Is this him?,2/20/2018 19:30,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
9.66E+17,107033885,kimmieguy,"They want to defect from their total screwup. They want focus off of them not following up on 2 tips of “see something, say something”. Diversion.",2/20/2018 4:59,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
9.66E+17,7.98E+17,spudflyer,Holy Fuck!,2/20/2018 8:33,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
9.66E+17,7.82E+17,TrumpWillWinnn,"#Hogg #Hoggwash #gunsense #GunsSaveLives 
Paid activist.
The Agenda? 
Give up your guns so you can't defend yourself.",2/21/2018 0:16,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
9.66E+17,885871045,BonBee81,This is it clean house at @FBI enough is enough @realDonaldTrump,2/20/2018 0:22,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
9.66E+17,1104969835,JasFazolka,"I suspect that his daddy is also covering his ass for not doing his job, and stopping the nut job. If @fbi hierarchy diggs deeper, maybe they will find out, that his daddy actually provided guns to the shooter. I will believe this too. @BarackObama completely destroyed the law.",2/20/2018 0:16,Why would the child of an FBI agent be used as a pawn for anti-Trump rhetoric and anti-gun legislation? Because the FBI is only looking to curb OUR Constitutional rights and INCREASE their power. We've seen their propaganda many times. Don't let them win.
