tweet_id,user_id,screen_name,text,time,Fake News
9.67E+17,884304968,Just_a_Texan,This kid is a complete fraud.....,2/22/2018 18:53,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,1158627246,Martin_Ellinger,Throw your phone away please.,2/21/2018 20:06,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.70E+17,8.09E+17,CindyKayHogan1,I got suspended for sharing his practice flubbed video. I can’t believe I would see the Orwellian 1984 censorship in my lifetime.,3/4/2018 15:21,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,8.19E+17,airbornelayer88,"Not everyone ran for the cameras, some ran to shield others
https://twitter.com/RealSaavedra/status/966577114655805442 …",2/22/2018 11:04,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,3092616083,FloridaGuyOB,Reported to twitter. Don’t you have anything better to do than target kids that survived a mass shooting only a week ago!  Trump $30 million and little Marco $3.3 million from NRA,2/21/2018 20:17,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.66E+17,3579203061,dtt170,#DavidHogg is a fraud,2/22/2018 0:02,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.68E+17,7.04E+17,KLelevier,@TrumpUpdate,2/27/2018 4:00,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.67E+17,21274393,brenzachip,"On Dr. Phil today.
Things that make you go Hmmmmmm....",2/22/2018 21:09,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.69E+17,30198443,djreiner,"Incredible......

Are his 15 minutes up yet?",3/1/2018 0:42,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
9.69E+17,254690767,CHearSpeakNEvil,"Interesting that Hogg references his friend was in the bathroom where the ""hallway shooter"" was, not Cruz or shooter but ""hallway shooter"" 3 students have said more than one shooter, now Hogg terminology implies that also!",2/28/2018 7:11,"This uncovered video of teen anti-Trump/anti-gun activist David Hogg, which shows he was heavily coached on lines and is having trouble reciting his script, is being REMOVED and CENSORED from social media and YouTube. They don't want anyone else to see it."
