tweet_id,user_id,screen_name,text,time,Fake News
9.78E+17,7.40E+17,anderfinn,"Never been more heartbroken or inspired. Yesterday, we marched. Now, we #VoteThemOut. Thank you for leading.",3/25/2018 15:33,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.97E+17,Alchemy363,Now we do!,3/25/2018 17:21,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,583526180,goodthoughts65,Did you see my sister’s quilt in the march? #MarchForOurLives #MarchForOurLives sign,3/26/2018 14:18,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,2183268581,ID10Talert,"Yeah, know where fox got that? Daily caller, Ben Shapiro lmao. Both are totally credible ",3/26/2018 9:53,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,23706604,TheKatWill,My son and I were there from Ohio! #EnoughIsEnough,3/26/2018 16:15,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,3419534985,Meow4Panthers,"We marched from Bo Diddley Plaza, Gainesville, Florida! Thank you so much to the Speakers & the Students & the people of all ages who came out to march in support of #MarchForOurLives",3/26/2018 1:36,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,46300326,clvergrl74,Still marching in Wi!!!! #50milesmore,3/27/2018 2:50,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.65E+17,Amusedandhappy,No Violence at any of #March4OurLives protests!!! How many times have this many people gathered together for change without any notable headlines of violence?!,3/26/2018 12:43,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,532749122,sean61987,"Virginia-based Digital Design & Imaging Service Inc., which uses aerial photos to calculate crowd sizes, reported the event’s peak crowd size was at 202,796 people around 1 p.m., CBS News reported. The firm said the number's margin of error is 15 percent.",3/26/2018 4:15,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,9.59E+17,KellyRowan12,Fake news. About 210k people.,3/26/2018 3:26,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,8.55E+17,BloodSpear528,"Just gonna put this out there. The only thing gun control is going to do is take away the only thing people use to defend themselves, 99% of school shootings are with illegal firearms. Gun control won't stop those people",3/27/2018 19:43,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,818434316,hnterziggy,"Thank you for having us, proud to be apart of history. #NeverAgain #VoteThemOut",3/27/2018 0:00,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,750587130,rositagb1958,Don't stop! Don't ever give up!,3/26/2018 15:25,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.39E+17,pinkban76914449,"That's just DC!

AND 

MILLIONS MORE

Across the country!",3/26/2018 14:15,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,480684437,TrFargo,An imaging company just announced that your estimate is 4 times the number of people that actually showed up. Nice try!,3/26/2018 5:54,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,1558436612,TrumpsWirl,Hahaha 850k? A joke? Yup!,3/26/2018 3:52,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,2430963199,The13th_Ghost,Nope......,3/26/2018 2:50,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,2798597559,sandee51960,"I showed up in Boca Raton, FL",3/26/2018 2:48,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,9.66E+17,NRABoycott,Do you have an estimate for the total everywhere?,3/25/2018 23:44,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,22547450,prezedu,"So true that ""I was one of them"" #StudentsPower",3/25/2018 19:43,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,26023931,ej4,We marched in Richmond,3/25/2018 19:41,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,2470661234,kavanaghwillia1,Ha ha PLANK try fiddle those FACTS ! Far more people in dc for this march than what was there for ur gawd awful inauguration ,3/25/2018 15:42,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,259103435,bRedRep,is the truth. Leftist protest and cry. Conservatives vote and work their asses off.,3/26/2018 3:40,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,9.73E+17,JohnMey86222636,"You meant 200,000, right?",3/27/2018 19:18,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,65064381,pamelas469,This was just one city. There were marches in just about every major city in every state. There were MILLIONS who marched. Change is comin! Deal with it!,3/27/2018 16:28,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,21765409,LennardSbkohut,"https://www.youtube.com/watch?v=2aQykuIaJVI&sns=em …
Amazing#studentstegisteringVoters #makeChange",3/26/2018 22:06,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,95721394,AEMohr,"This is what #Humanity looks like. All colors, creeds, and ages come together to say #NeverAgain #EnoughIsEnough #AMarch4OurLives #VoteThemOut2018",3/26/2018 21:09,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,24197657,rycart98,"Awesome march! Now get out there and vote! Don't let the old white men who created these problems perpetuate these problems. In 2016:

70% of 18-29-yr olds DID NOT vote
60% of 30-44-yr DID NOT vote
Only 38% of 45-64 & just 15% of 65+ didn't vote

VOTE! It matters! #VoteThemOut",3/26/2018 13:55,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.44E+17,DrQuesol,"Fake news again! More like around 200,000.",3/26/2018 11:43,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,906770989,CTrot35,850k?? I don't think so.,3/26/2018 4:17,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,7.05E+17,CateM5550,Agreed...,3/25/2018 23:56,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.94E+17,Generation_Xtra,Well done!! Keep up the good work in activism!,3/25/2018 18:35,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,9.78E+17,Francis25929967,"We have to throw the GOP OUT
Throw it faster!",3/25/2018 15:29,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,7.37E+17,ScottDavidson54,"Nope. As the pro-fetus crowd continually proves, you don't care about living children, By your own ACTIONS you prove this. So no one is killing people, because living beings don't matter to you. Can't have it both ways, being soulless and spineless and trying to act righteous.",3/25/2018 17:18,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,201206928,Deblovscats,ummmm......NOT! LOL,3/29/2018 19:16,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,24359941,illetanod,"So proud of these kids!

I marched in the 1968 because I believed we could  change the world!  WE DID!

Finally another generation believes they can make a difference...",3/28/2018 18:08,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,15501416,ghog62,Since the shooting 22 days ago 3800 people have died of drug overdose but all we talk about is gun control nobody cares about those people,3/28/2018 13:47,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,352811455,JosephSkiles,Proud to have just signed up and joined the NRA.,3/28/2018 0:35,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,1941244088,docwill121,"Yes, as with every other facet of this astroturf movement these numbers are now proven to be exaggerated by magnitudes.",3/27/2018 16:46,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.79E+17,154136730,JDignum,"Wowww - look at that, imprint it on your brain and in your heart.  ",3/27/2018 6:06,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,1237518858,dee4077,"This picture was early, maybe around 11:30? I was at the Navy Memorial and by 12:30 it was WAY more packed with people than this picture shows. I saw one report of over 1 million - don't know who makes the final call on that.",3/27/2018 0:45,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,7.98E+17,TheRealMagali,"More people than showed up at the last presidential inauguration, I think?",3/27/2018 0:38,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,1149351440,1JaimeLee,#MarchForOurLives was an AMAZING&powerful day for many!..,3/26/2018 21:24,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,400360169,Nickarama1,"Try adjusting to reality -200,000.",3/26/2018 18:28,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,29799485,anamiii,Do you all have the numbers from the sister marches? Wondering if there were more people on the streets than NRA members in total,3/26/2018 18:21,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,295945443,CuttleBoogie,Everyone saying fake news...did you forget what Trump said about his inaugural crowd?,3/26/2018 17:37,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,7.87E+17,bjorn_igar,"Our young people have every right to take control, reinstate representive integrity and chart their own course into the future. I can give you $21Trillion reasons why. #TheResistance",3/26/2018 16:43,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,92575333,sharon2go,A view from the crowd! #VoteThemOut,3/26/2018 16:36,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,885950761,DeplorableBUM,"More like 202000, stop the Leftwing false narrative!",3/26/2018 16:12,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,119177113,rdarshi,"All of you were phenomenal!!! I live in Canada but I was so moved by your commitment, energy and eloquence. Hats off to you all!!!",3/26/2018 15:53,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.45E+17,JaynieD2,I was there.#enoughisenough.#marchtothepolls,3/26/2018 15:03,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,7.97E+17,Geezer_Woman,"So beautiful. I imagine a parent telling a child, ""Those are all people, honey.""",3/26/2018 14:46,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,222423725,fd0_nl,Time for #GunContolNow,3/26/2018 14:44,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,9.69E+17,maria_strippoli,"Forget the CPR classes keep doing what your doing! The current leaders are lost with their ridiculous suggestion and loyality to the NRA. Why is the NRA targeting these victims when did they become your enemies? The phrase ""Methinks the lady doth protest too much"" comes to mind",3/26/2018 12:47,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,526656050,rburrows87,@NickFromJersey,3/26/2018 12:34,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,107161788,Deplorable_JJ,"Was actually 200k but hey!  You lie about the issue anyway so why not lie about the size!  #ChildrenKillingChildren is the problem. Guns have been around for years, children didn’t murder when I was young - what changed?",3/26/2018 12:25,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,2737361135,allrightjoeO,"Bullshit, less than 300,000",3/26/2018 12:17,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,1869483864,briangreen710,March all you want. You are sheep for a liberal agenda. And im keeping my right to bare arms!The constitution is much more powerful than a bunch of tide eating misguided kids!The media refuses the kids that are pro gun to exercise their 1st Amendment right. Yall ok with that?,3/26/2018 11:56,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.47E+17,rox525252,Its not about BANNING ALL GUNS!! ASSAULT WEAPONS are the MAIN http://Issue.NRA  propaganda and #45 that all weapons are wanted abandoned.,3/26/2018 11:31,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,8.08E+17,MyOzFeed,"What a brilliant success!
Now the hard work starts ",3/26/2018 11:19,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,907089073,infantry04,"But it was more like 200,000",3/26/2018 10:24,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,59612214,Joersweeney,#FakeNews,3/26/2018 8:23,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,9.69E+17,StuartEdgar1978,What if i told you i can stop gun violence in America? You'd say BS. Right? But i can do it without gun laws nor BS legislation. I have designed groundbreaking safety devices that WILL trap shooters and segregate them from other people. My iventions are simple and will do it.,3/26/2018 2:30,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,417516965,DickYoungsGhost,"Number more like 250,000 per government sources. Hype.",3/26/2018 2:23,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,4064172885,lindylew13,"I marched in Parkland. So emotional - sad for what they went through, yet so proud of what they are doing ",3/26/2018 0:25,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,952602410,EEKKPPeterson,Yes!!!!!!,3/25/2018 23:52,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,9.00E+17,Patrici43377656,That is so cool,3/25/2018 21:43,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,2153381886,katz_lawrence,"Great Neck, NY had hundreds at @AMarch4OurLives",3/25/2018 20:48,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,9.35E+17,realdeangoldman,Horrible movement. You're just a bunch of anti second amendment gun crooks. Please support legislation that will actually protect students and make a difference in our lives. @davidhogg111 won't even debate @KyleKashuv ..... that shows how partisan you all are!,3/25/2018 20:43,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
9.78E+17,7.96E+17,eowynsister,850k!!!!! WOW! ,3/25/2018 20:06,"You showed up! More than 850,000 marched with us in DC yesterday. Together, we are so powerful. Together, we will #ThrowThemOut"
