,tweet_id,user_id,screen_name,text,time,topic
0,9.77875E+17,9.05393E+17,EllaaaCruzzz,,3/25/2018 11:50,hiring
1,9.77976E+17,8.05542E+17,poconomtn,If only all the money shelled out for these stupid protests over the past year were used to actually help people or solve something we’d be heading in the right direction,3/25/2018 18:31,hiring
2,9.78241E+17,2546258378,MikeStuchbery_,"Merchandise, you clown.",3/26/2018 12:05,hiring
3,9.77846E+17,263062626,boomer78910,"*Vets took oath to defend Constitution; not a party or person.
*Anti-constitutionalists exploit what they can to end USA and constitution.
*2A exists because of/to protect from, Govt’s abuse. 2A guarantees 1A!  
*Europe = catastrophe so don’t preach to U.S. from your pigsty.",3/25/2018 9:54,hiring
4,9.77927E+17,2221556630,whiskey_tex,,3/25/2018 15:14,hiring
5,9.77939E+17,460629863,tluvgolf,I see Soros  in these payments - he supports all events against our Constitution.,3/25/2018 16:02,hiring
6,9.77974E+17,2330839911,VenicePaulie,You are as sharp as jello,3/25/2018 18:21,hiring
7,9.78111E+17,9.32086E+17,SuzyQtrue,"#Patriots! We need your help to undo the censorship rampant on the webs!
Surprise!  It looks like someone is messing with the petition numbers!
#InternetBillOfRights Sign, confirm, check spam, cookies 

https://petitions.whitehouse.gov/petition/internet-bill-rights-2 … …  
#QAnon  #Fakenews = FAKE   TY @POTUS 4 ur work!",3/26/2018 3:28,hiring
8,9.77985E+17,8.4139E+17,LRM_Nick,"Adding @JacobAWohl to my list of Twitter users creating fake news... there we go. You are on the list, sir.",3/25/2018 19:05,hiring
9,9.777E+17,9.21218E+17,MissTrinia01,Nice try...,3/25/2018 0:12,hiring
10,9.77968E+17,2713427480,adjunctprofessr,Awesome job! ,3/25/2018 17:57,hiring
11,9.78031E+17,7.61333E+17,moreenie31,Amen to that!,3/25/2018 22:06,hiring
12,9.78012E+17,8.01649E+17,jonella_moore,#SmellsLikeSoros,3/25/2018 20:54,hiring
13,9.78194E+17,2913678013,thewoman62,Follow the $ & it will lead to Obama's #MoveOn Hillary Clinton's #OnwardTogether funded by George Soros just as #BlackLivesMatter & #Anitfa that will get in on the act this summer during campaign season.,3/26/2018 8:55,hiring
14,9.77921E+17,2793020203,danahaviland,"CAUGHT RED HANDED! @JacobAWohl has zero reading comprehension! Does not know the difference between ""protestor"" and ""salesperson""!",3/25/2018 14:50,hiring
15,9.78152E+17,193589482,ScarletRoseRed,"The minute you heard there was a DC March, you knew Soros Cash was flowing and Van Jones is on the job, etc etc etc....",3/26/2018 6:11,hiring
16,9.7791E+17,1589378725,CarlaCube,"Did you ever pay that fine you owed related to your ""investment"" firm.",3/25/2018 14:06,hiring
17,9.80689E+17,7.06677E+17,UrsulaRodgers11,"They did that for the Antifa protests, paid them and bussed them to their protests. Soros and Deep State working hard to get power back and big government in charge. They can stop we all know what’s going on. The power stays with us",4/2/2018 6:09,hiring
18,9.77906E+17,1436183521,Chuck_Morgan3,Holy Shit!! @JacobAWohl is a super sleuth!! Nothing gets by this guy!! From a failed hedge fund manager to secret agent man in one presidential term.,3/25/2018 13:51,hiring
19,9.78021E+17,14194035,jersey2bronx,"Congratulations.  You found the t-shirt vendors.  Hey, I want to see the Yankees home opener - can you point me towards the paid crisis actors who will be scalping tickets on game day?",3/25/2018 21:30,hiring
20,9.78256E+17,49948615,pearlgirlonmaui,Wtf seriously you are an idiot,3/26/2018 13:04,hiring
21,9.77703E+17,7.05217E+17,emilionunez1983,,3/25/2018 0:27,hiring
22,9.77956E+17,9.22623E+17,S83865267Monica,I am not surprised.,3/25/2018 17:11,hiring
23,9.78294E+17,9.20696E+17,SandraLeePayne1,Where were these people during Obama Pres.!!!????,3/26/2018 15:34,hiring
24,9.77981E+17,8.14318E+17,1hardkernel,$$ talks that allowed BS TO TALK !!! Exploiting the EMOTIONAL MATURITY OF YOUNG ADULTS  !! Snakes in grass up to our   EYES ??  Lower for sure !!,3/25/2018 18:48,hiring
25,9.77738E+17,226545575,DeusExMacarena,CAUGHT RED HANDED! JACOB WOHL WITH HIS HEAD UP HIS ASS!,3/25/2018 2:45,hiring
26,9.77925E+17,21334006,AlexontheMic,"Ummm.... these were people working the event. Keyword: working. I was there. They were selling tee shirts, taking donations, and signing people up to register to vote. You tried, though.",3/25/2018 15:09,hiring
27,9.77918E+17,8.32359E+17,imnottayediggs,So in addition to not knowing American history you have a reading comprehension problem as well?,3/25/2018 14:39,hiring
28,9.78244E+17,8.80942E+17,laxix43,Love this!  So much for spontaneity!,3/26/2018 12:15,hiring
29,9.78808E+17,57937913,CheryleWharton,"@JacobAWohl appreciate you bringing this to my attention.  Please ask Soros to send me a check.  A friend and I went to a March but missed the check,  I am sure the 200 other people with us also missed their checks.",3/28/2018 1:38,hiring
30,9.7826E+17,7.7645E+17,grams_terry,Youre a con man too.,3/26/2018 13:18,hiring
31,9.78122E+17,57113074,harplover,Yeah they do this every protest! I used to have a pic of 1 of the ads,3/26/2018 4:08,hiring
32,9.7793E+17,495021290,Sheilas11,Great find!!! ,3/25/2018 15:29,hiring
33,9.78371E+17,8.99811E+17,unclescorpie,"Once again, caught red-handed",3/26/2018 20:40,hiring
34,9.78073E+17,9.01509E+17,RobinPa77,@chucktodd @JoeNBC @SavannahGuthrie @GStephanopoulos @Lawrence @donlemon ( whore promoter) @brianstelter @AC360 @JohnKingCNN @wolfblitzer @Acosta @HARRISFAULKNER @trish_regan,3/26/2018 0:56,hiring
35,9.77906E+17,397488806,angelstarfl7,Thanks for sharing that truth needs to come out!,3/25/2018 13:50,hiring
36,9.78068E+17,63328416,Jenni_Lynn42,,3/26/2018 0:37,hiring
37,9.78102E+17,412728468,brittshow,You’re a moron.,3/26/2018 2:49,hiring
38,9.78238E+17,539453078,TCribby,That explains why many at tge event were so clueless about that they were there for. Define assault weapons...Ahhhhhhh,3/26/2018 11:51,hiring
39,9.77988E+17,3324009111,sherrypool48,"Interesting they can be bought, $$$ that’s what it is all about.",3/25/2018 19:18,hiring
40,9.77912E+17,239205857,Dennis_Falsetti,"@jack @Twitter @TwitterSupport This is exactly the type of damaging, destructive spread of misinformation that inspires violent acts and will only hasten the demise of Social Media.
Please, please...please help us out here.",3/25/2018 14:15,hiring
41,9.78065E+17,14151179,jo5h,Paid to sell t-shirts you jackbooted moron. They’re looking for people to SELL MERCHANDISE - it says it right there in the ad.,3/26/2018 0:24,hiring
42,9.77923E+17,388190869,PennylessChurch,"Help me out here, do the math... I lost count.",3/25/2018 14:59,hiring
43,9.77966E+17,7.82706E+17,MI_4_TRUMP,"As interesting as this is, they are looking for vendors to sell anti gun trash... Not the same as hired protestors, but I bet that listing was out there as well. #MAGA",3/25/2018 17:51,hiring
44,9.77956E+17,4431639255,CMontyBurnsIII,"If anyone knows about fraudulent online posts, it's Jacob.",3/25/2018 17:12,hiring
45,9.78084E+17,1416236905,geo_vein,Do you not realize that anyone could have posted this? For Christ’s sake it’s Craigslist. Propaganda from Putin’s boyfriend ....,3/26/2018 1:37,hiring
46,9.77907E+17,363737017,Ferniewap,Imagine being this stupid,3/25/2018 13:55,hiring
47,9.78048E+17,23782377,telepastor,Merchandising a protest. Ain’t America great? That’s not exactly paying the protestors but hey somebodies gotta make a buck.,3/25/2018 23:16,hiring
48,9.7796E+17,293345072,colton_burton,I’m this clearly states they’re looking for merch salespeople... who the fuck is this guy and what stupid hole did he crawl out of... #MarchForOurLivesLA,3/25/2018 17:28,hiring
